686
  4.933047279800000e-01   1.263344730600000e-01  -5.010000000000000e-02
  4.933035329700712e-01   1.263353796752824e-01  -5.009999999999999e-02
  4.933023172036968e-01   1.263363020378072e-01  -5.010000000000000e-02
  4.933010803223648e-01   1.263372404195655e-01  -5.010000000000000e-02
  4.932998219614421e-01   1.263381950971928e-01  -5.010000000000000e-02
  4.932985417500716e-01   1.263391663520463e-01  -5.010000000000000e-02
  4.932972393110692e-01   1.263401544702834e-01  -5.010000000000000e-02
  4.932959142608178e-01   1.263411597429418e-01  -5.010000000000000e-02
  4.932945662091611e-01   1.263421824660205e-01  -5.010000000000000e-02
  4.932931947592945e-01   1.263432229405624e-01  -5.010000000000000e-02
  4.932917995076548e-01   1.263442814727377e-01  -5.010000000000000e-02
  4.932903800438085e-01   1.263453583739291e-01  -5.010000000000000e-02
  4.932891772386868e-01   1.263466997466401e-01  -5.010000000000000e-02
  4.932880357051994e-01   1.263481480619556e-01  -5.010000000000000e-02
  4.932868743690844e-01   1.263496215017630e-01  -5.010000000000000e-02
  4.932856928891810e-01   1.263511204989084e-01  -5.010000000000001e-02
  4.932844909185342e-01   1.263526454935894e-01  -5.010000000000000e-02
  4.932832681042988e-01   1.263541969334768e-01  -5.010000000000000e-02
  4.932820240876427e-01   1.263557752738371e-01  -5.010000000000000e-02
  4.932807585036481e-01   1.263573809776581e-01  -5.010000000000000e-02
  4.932794709812117e-01   1.263590145157753e-01  -5.010000000000000e-02
  4.932781611429434e-01   1.263606763670005e-01  -5.010000000000000e-02
  4.932768286050632e-01   1.263623670182531e-01  -5.010000000000000e-02
  4.932757224386922e-01   1.263642509174449e-01  -5.010000000000000e-02
  4.932746633566933e-01   1.263662109966092e-01  -5.010000000000000e-02
  4.932735859282587e-01   1.263682050301476e-01  -5.010000000000000e-02
  4.932724898382226e-01   1.263702336013481e-01  -5.009999999999999e-02
  4.932713747660982e-01   1.263722973033468e-01  -5.010000000000000e-02
  4.932702403859905e-01   1.263743967392882e-01  -5.010000000000000e-02
  4.932690863665096e-01   1.263765325224876e-01  -5.010000000000000e-02
  4.932679123706799e-01   1.263787052765964e-01  -5.010000000000001e-02
  4.932667180558513e-01   1.263809156357693e-01  -5.010000000000000e-02
  4.932655030736062e-01   1.263831642448347e-01  -5.010000000000000e-02
  4.932642717723140e-01   1.263854539525626e-01  -5.010000000000000e-02
  4.932632971673200e-01   1.263879129152980e-01  -5.009999999999999e-02
  4.932623057051979e-01   1.263904144091619e-01  -5.010000000000000e-02
  4.932612970972741e-01   1.263929591624874e-01  -5.010000000000000e-02
  4.932602710500331e-01   1.263955479158243e-01  -5.010000000000000e-02
  4.932592272650400e-01   1.263981814221349e-01  -5.010000000000000e-02
  4.932581654388611e-01   1.264008604469926e-01  -5.010000000000000e-02
  4.932570852629846e-01   1.264035857687839e-01  -5.010000000000000e-02
  4.932559864237394e-01   1.264063581789123e-01  -5.010000000000000e-02
  4.932548686022122e-01   1.264091784820063e-01  -5.010000000000000e-02
  4.932537314741656e-01   1.264120474961293e-01  -5.010000000000001e-02
  4.932527128652663e-01   1.264150142158023e-01  -5.010000000000000e-02
  4.932517888576083e-01   1.264180712653318e-01  -5.010000000000000e-02
  4.932508489003386e-01   1.264211810836379e-01  -5.010000000000001e-02
  4.932498927214571e-01   1.264243445706224e-01  -5.010000000000001e-02
  4.932489200444421e-01   1.264275626411501e-01  -5.010000000000000e-02
  4.932479305881774e-01   1.264308362252840e-01  -5.010000000000000e-02
  4.932469240668812e-01   1.264341662685239e-01  -5.010000000000000e-02
  4.932459001900329e-01   1.264375537320482e-01  -5.010000000000000e-02
  4.932448586622987e-01   1.264409995929591e-01  -5.010000000000001e-02
  4.932437991834568e-01   1.264445048445306e-01  -5.010000000000000e-02
  4.932428414951411e-01   1.264481027311581e-01  -5.010000000000000e-02
  4.932419734680656e-01   1.264517911055914e-01  -5.010000000000000e-02
  4.932410904907508e-01   1.264555430057854e-01  -5.010000000000000e-02
  4.932401923093965e-01   1.264593595101750e-01  -5.009999999999999e-02
  4.932392786660228e-01   1.264632417149543e-01  -5.010000000000000e-02
  4.932383492984059e-01   1.264671907343501e-01  -5.010000000000000e-02
  4.932374039400134e-01   1.264712077008984e-01  -5.010000000000000e-02
  4.932364423199378e-01   1.264752937657249e-01  -5.010000000000000e-02
  4.932354641628299e-01   1.264794500988282e-01  -5.010000000000000e-02
  4.932344770861189e-01   1.264836795503706e-01  -5.010000000000000e-02
  4.932336710538221e-01   1.264880233430986e-01  -5.010000000000000e-02
  4.932328511715360e-01   1.264924417748737e-01  -5.009999999999999e-02
  4.932320172052735e-01   1.264969361066779e-01  -5.009999999999999e-02
  4.932311689172335e-01   1.265015076200451e-01  -5.010000000000000e-02
  4.932303060657445e-01   1.265061576173688e-01  -5.010000000000000e-02
  4.932294284052063e-01   1.265108874222149e-01  -5.010000000000000e-02
  4.932285356860312e-01   1.265156983796371e-01  -5.010000000000000e-02
  4.932276276545850e-01   1.265205918564972e-01  -5.010000000000000e-02
  4.932267234609153e-01   1.265255724607910e-01  -5.010000000000000e-02
  4.932259781394431e-01   1.265306673616375e-01  -5.010000000000000e-02
  4.932252200462003e-01   1.265358495683082e-01  -5.010000000000000e-02
  4.932244489666366e-01   1.265411205474344e-01  -5.010000000000001e-02
  4.932236646827478e-01   1.265464817892587e-01  -5.010000000000000e-02
  4.932228669730254e-01   1.265519348079783e-01  -5.010000000000000e-02
  4.932220556124057e-01   1.265574811420940e-01  -5.010000000000000e-02
  4.932212303722183e-01   1.265631223547604e-01  -5.010000000000000e-02
  4.932203910201343e-01   1.265688600341423e-01  -5.010000000000000e-02
  4.932196681055289e-01   1.265747128759077e-01  -5.010000000000000e-02
  4.932189827833141e-01   1.265806722525339e-01  -5.010000000000000e-02
  4.932182857549999e-01   1.265867334222329e-01  -5.010000000000001e-02
  4.932175768252447e-01   1.265928980836462e-01  -5.010000000000000e-02
  4.932168557956069e-01   1.265991679623647e-01  -5.010000000000000e-02
  4.932161224645029e-01   1.266055448113068e-01  -5.010000000000000e-02
  4.932153766271621e-01   1.266120304111012e-01  -5.010000000000000e-02
  4.932146180755831e-01   1.266186265704721e-01  -5.010000000000000e-02
  4.932140037742423e-01   1.266253511258384e-01  -5.009999999999999e-02
  4.932133975285977e-01   1.266321921016377e-01  -5.009999999999999e-02
  4.932127809616441e-01   1.266391495447882e-01  -5.010000000000000e-02
  4.932121539023316e-01   1.266462253854463e-01  -5.010000000000000e-02
  4.932115161769379e-01   1.266534215839241e-01  -5.010000000000000e-02
  4.932108676090320e-01   1.266607401310962e-01  -5.010000000000001e-02
  4.932102080194383e-01   1.266681830488105e-01  -5.010000000000000e-02
  4.932096345961562e-01   1.266757599376477e-01  -5.010000000000000e-02
  4.932091224038829e-01   1.266834709641798e-01  -5.010000000000000e-02
  4.932086015201358e-01   1.266913128403724e-01  -5.010000000000000e-02
  4.932080718018668e-01   1.266992877198081e-01  -5.010000000000000e-02
  4.932075331038272e-01   1.267073977891946e-01  -5.009999999999999e-02
  4.932069852785399e-01   1.267156452687939e-01  -5.010000000000000e-02
  4.932064281762703e-01   1.267240324128527e-01  -5.010000000000000e-02
  4.932059837727227e-01   1.267325684565119e-01  -5.010000000000000e-02
  4.932055726916328e-01   1.267412512172447e-01  -5.010000000000000e-02
  4.932051546606450e-01   1.267500807721322e-01  -5.010000000000000e-02
  4.932047295662679e-01   1.267590595183105e-01  -5.010000000000000e-02
  4.932042972932959e-01   1.267681898891294e-01  -5.010000000000001e-02
  4.932038577247875e-01   1.267774743545977e-01  -5.010000000000000e-02
  4.932034707417417e-01   1.267869177521475e-01  -5.010000000000000e-02
  4.932031792907969e-01   1.267965242991221e-01  -5.010000000000000e-02
  4.932028829299512e-01   1.268062926818874e-01  -5.010000000000000e-02
  4.932025815796304e-01   1.268162255232935e-01  -5.010000000000000e-02
  4.932022751590794e-01   1.268263254851201e-01  -5.010000000000000e-02
  4.932019635863483e-01   1.268365952685296e-01  -5.010000000000000e-02
  4.932017128093896e-01   1.268470391134534e-01  -5.010000000000000e-02
  4.932015528018499e-01   1.268576604835092e-01  -5.010000000000000e-02
  4.932013901093675e-01   1.268684600812204e-01  -5.010000000000000e-02
  4.932012246887941e-01   1.268794407708097e-01  -5.010000000000000e-02
  4.932010564963531e-01   1.268906054581664e-01  -5.009999999999999e-02
  4.932008854876339e-01   1.269019570912999e-01  -5.010000000000000e-02
  4.932008455326722e-01   1.269134997552093e-01  -5.010000000000000e-02
  4.932008304987426e-01   1.269252356165101e-01  -5.010000000000000e-02
  4.932008152136436e-01   1.269371675469464e-01  -5.010000000000000e-02
  4.932007996733766e-01   1.269492986678792e-01  -5.010000000000000e-02
  4.932007838738862e-01   1.269616321450474e-01  -5.010000000000000e-02
  4.932008704956927e-01   1.269741706563917e-01  -5.010000000000000e-02
  4.932010190669374e-01   1.269869176676446e-01  -5.009999999999999e-02
  4.932011701104037e-01   1.269998767888244e-01  -5.010000000000000e-02
  4.932013236651073e-01   1.270130513673839e-01  -5.010000000000000e-02
  4.932014797706070e-01   1.270264447973496e-01  -5.010000000000000e-02
  4.932017627540870e-01   1.270400583237542e-01  -5.010000000000000e-02
  4.932020904981763e-01   1.270538968866851e-01  -5.010000000000000e-02
  4.932024236721208e-01   1.270679647181031e-01  -5.010000000000000e-02
  4.932027623607972e-01   1.270822654018183e-01  -5.010000000000000e-02
  4.932031404073443e-01   1.270968015741459e-01  -5.010000000000000e-02
  4.932036624276165e-01   1.271115738320265e-01  -5.010000000000000e-02
  4.932041930637421e-01   1.271265899034384e-01  -5.010000000000000e-02
  4.932047324492827e-01   1.271418535679487e-01  -5.010000000000000e-02
  4.932052807195752e-01   1.271573686553474e-01  -5.010000000000000e-02
  4.932060021320766e-01   1.271731323296474e-01  -5.010000000000000e-02
