x,y,cp,dun
0.552264232,0.023685269,0.074170346,-230736.4834
0.543577871,0.024038767,0.073709404,-231473.5456
0.534878237,0.024386906,0.073323456,-231818.0209
0.526167978,0.024729335,0.072974265,-231781.2923
0.517449748,0.02506566,0.072601841,-232017.2442
0.508726203,0.025395334,0.072214845,-232632.0961
0.5,0.025717739,0.071883367,-233282.9305
0.491273797,0.026032318,0.071652299,-233740.4105
0.482550252,0.026338632,0.071495989,-234089.0548
0.473832022,0.026636319,0.071369049,-234528.9569
0.465121763,0.026924985,0.071278657,-235060.0423
0.456422129,0.027204067,0.071266657,-235548.0367
0.447735768,0.027472958,0.071333947,-236125.8808
0.439065328,0.027731098,0.071521236,-236637.5857
0.43041345,0.027978043,0.071815999,-236896.6923
0.421782767,0.028213409,0.072163726,-237237.4193
0.413175911,0.02843678,0.072597563,-237852.157
0.404595502,0.028647656,0.07318343,-238361.193
0.396044155,0.028845499,0.073881063,-238744.7386
0.387524473,0.029029774,0.074693508,-239275.319
0.379039052,0.02919984,0.075691037,-239738.6798
0.370590477,0.029355042,0.076911323,-240146.7247
0.362181322,0.029494868,0.078385817,-240572.9966
0.353814148,0.029619107,0.080090979,-240985.6015
0.345491503,0.029727796,0.081974461,-241393.2398
0.337215923,0.029820409,0.084077665,-241773.9129
0.328989928,0.0298954,0.0867002,-242032.2084
0.320816025,0.029950456,0.090264602,-242101.5563
0.312696703,0.029985377,0.094878405,-241925.617
0.304634436,0.030004786,0.100138842,-241483.0769
0.296631678,0.030015088,0.105407459,-240988.1779
0.288690869,0.030021488,0.110276436,-240745.0377
0.280814427,0.03002667,0.114556653,-240559.1941
0.27300475,0.030032516,0.118052215,-240321.5897
0.265264219,0.030040095,0.12082442,-240427.2349
0.25759519,0.0300481,0.123093469,-240714.3662
0.25,0.03005484,0.125050809,-240911.4327
0.242480963,0.030058847,0.126838184,-241246.2078
0.235040368,0.030059074,0.128527527,-241680.4982
0.227680482,0.030054601,0.130138376,-242095.1066
0.220403548,0.030044562,0.131675712,-242555.4402
0.213211782,0.030028127,0.133166695,-243046.0184
0.206107374,0.030004545,0.134588538,-243584.271
0.199092488,0.029972898,0.135983391,-244193.9516
0.192169262,0.029931985,0.137438926,-244768.5327
0.185339804,0.029880685,0.138942697,-245410.0173
0.178606195,0.029818034,0.140573942,-246006.5948
0.171970486,0.029743238,0.142339233,-246525.4863
0.165434697,0.029655615,0.144178707,-247238.5151
0.15900082,0.02955436,0.146165854,-247917.1205
0.152670815,0.029438495,0.148335261,-248455.9585
0.146446609,0.029307197,0.150685718,-249131.2609
0.1403301,0.029159603,0.153274396,-249843.5321
