x,y,cp,dun
0.985147863,0.001917876,0.175639243,-203580.8309
0.982962913,0.002045223,0.174315334,-204531.6642
0.980630848,0.002180882,0.17302246,-205273.2111
0.978152378,0.002324746,0.171765885,-206298.6109
0.975528258,0.002476672,0.170619985,-206874.2388
0.972759288,0.002636527,0.169538258,-207311.2682
0.96984631,0.002804253,0.168474661,-207934.8994
0.966790213,0.002979834,0.167536859,-208484.4781
0.963591927,0.003163257,0.166509932,-208954.0897
0.960252427,0.003354338,0.165596414,-209637.2085
0.956772729,0.003552803,0.164787021,-209949.0795
0.953153894,0.003758382,0.164111671,-210176.7949
0.949397023,0.003970992,0.163423177,-210466.0708
0.945503262,0.004190639,0.162916012,-210835.711
0.941473796,0.004417327,0.162382252,-211446.4003
0.937309854,0.004650939,0.161923258,-211665.5112
0.933012702,0.004891283,0.161561973,-211828.3484
0.92858365,0.005138177,0.161213159,-212012.6354
0.924024048,0.005391471,0.160915767,-212347.3879
0.919335284,0.005651029,0.160762974,-212715.5426
0.914518786,0.005916711,0.160630336,-212791.3187
0.909576022,0.006188354,0.160532179,-212989.6057
0.904508497,0.00646578,0.160478821,-213535.7358
0.899317755,0.006748828,0.160611957,-213728.3576
0.894005377,0.007037441,0.160729491,-213844.196
0.888572981,0.007331615,0.160936997,-213772.4355
0.883022222,0.007631342,0.161131369,-213775.1673
0.87735479,0.007936439,0.161326216,-214105.8945
0.871572413,0.008246662,0.161624582,-214221.8498
0.865676851,0.00856176,0.161937545,-214593.4446
0.8596699,0.008881574,0.162366179,-214743.4171
0.853553391,0.009205971,0.162784711,-214893.9601
0.847329185,0.009534828,0.163254435,-215105.9861
0.84099918,0.009868044,0.163822706,-215278.7272
0.834565303,0.010205524,0.164456929,-215064.5922
0.828029514,0.010547181,0.165050703,-215042.8473
0.821393805,0.010892868,0.165630324,-215547.7296
0.814660196,0.011242432,0.166331852,-215619.6863
0.807830738,0.011595716,0.167052738,-215321.7377
0.800907512,0.011952536,0.167770704,-215483.2656
0.793892626,0.012312708,0.168552455,-215681.0778
0.786788218,0.012676036,0.169349366,-215805.6142
0.779596452,0.013042356,0.170162139,-216110.4779
0.772319518,0.0134115,0.171067224,-216253.5852
0.764959632,0.013783318,0.172033279,-216120.9673
0.757519037,0.014157715,0.172970383,-216250.6302
0.75,0.014534626,0.173908366,-216451.3069
0.74240481,0.014913949,0.174900352,-216414.0448
0.734735781,0.015295337,0.175862826,-216396.555
0.72699525,0.015678355,0.176859122,-216483.6629
0.719185573,0.01606259,0.177979347,-216534.5963
0.711309131,0.016447987,0.179122448,-216701.2323
0.703368322,0.016834613,0.180275359,-216798.6973
0.695365564,0.017222489,0.181381401,-216855.3101
0.687303297,0.017611263,0.182524294,-217031.464
0.679183975,0.018000434,0.183724719,-217205.957
0.671010072,0.018389557,0.184990231,-217244.0926
0.662784077,0.018778401,0.186279951,-217247.6202
0.654508497,0.019166873,0.187550162,-217444.74
0.646185852,0.019554822,0.188867577,-217642.2657
0.637818678,0.019941947,0.190231846,-217600.8231
0.629409523,0.020327856,0.19157975,-217647.4643
0.620960948,0.020712169,0.19298378,-217934.5333
0.612475527,0.021094499,0.194439557,-218060.9297
0.603955845,0.021474467,0.195965463,-217964.0661
0.595404498,0.021851693,0.197494533,-217933.6348
0.586824089,0.022225856,0.19901913,-218117.0322
0.578217233,0.022596656,0.200654033,-218327.054
0.56958655,0.02296377,0.202374999,-218388.4835
0.560934672,0.023326793,0.204084991,-218438.2744
0.552264232,0.023685269,0.205806201,-218738.4161
0.543577871,0.024038767,0.207610354,-219175.2945
0.534878237,0.024386906,0.209518856,-219226.2908
0.526167978,0.024729335,0.211497026,-218891.9112
0.517449748,0.02506566,0.213488567,-218811.7743
0.508726203,0.025395334,0.215504155,-219102.4268
0.5,0.025717739,0.217609182,-219429.1032
0.491273797,0.026032318,0.219843142,-219559.8671
0.482550252,0.026338632,0.222182678,-219574.1377
0.473832022,0.026636319,0.224589451,-219668.7896
0.465121763,0.026924985,0.227071835,-219848.8041
0.456422129,0.027204067,0.229664415,-219982.9058
0.447735768,0.027472958,0.232368488,-220193.9723
0.439065328,0.027731098,0.235224318,-220335.5404
0.43041345,0.027978043,0.238221152,-220224.9661
0.421782767,0.028213409,0.241308477,-220178.921
0.413175911,0.02843678,0.244518096,-220392.1125
0.404595502,0.028647656,0.247910485,-220504.3259
0.396044155,0.028845499,0.251445381,-220480.5598
0.387524473,0.029029774,0.255127949,-220586.7256
0.379039052,0.02919984,0.259022789,-220625.6377
0.370590477,0.029355042,0.263155197,-220597.9196
0.362181322,0.029494868,0.267550627,-220579.5614
0.353814148,0.029619107,0.272191489,-220543.2505
0.345491503,0.029727796,0.277033673,-220494.5822
0.337215923,0.029820409,0.28210665,-220414.0456
0.328989928,0.0298954,0.287647359,-220210.8535
0.320816025,0.029950456,0.293989506,-219823.209
0.312696703,0.029985377,0.301212091,-219208.7899
0.304634436,0.030004786,0.308992909,-218354.9238
0.296631678,0.030015088,0.316834714,-217457.3844
0.288690869,0.030021488,0.324422945,-216794.4615
0.280814427,0.03002667,0.33160463,-216178.6239
0.27300475,0.030032516,0.338243423,-215489.1083
0.265264219,0.030040095,0.344415979,-215086.0387
0.25759519,0.0300481,0.35029726,-214830.4161
0.25,0.03005484,0.356037521,-214459.2611
0.242480963,0.030058847,0.361760603,-214185.1771
0.235040368,0.030059074,0.367535977,-213987.4414
0.227680482,0.030054601,0.373378451,-213745.1057
0.220403548,0.030044562,0.379296212,-213515.3162
0.213211782,0.030028127,0.385322207,-213288.272
0.206107374,0.030004545,0.39144672,-213074.3903
0.199092488,0.029972898,0.397711208,-212896.018
0.192169262,0.029931985,0.404193878,-212652.6385
0.185339804,0.029880685,0.410877592,-212430.6133
0.178606195,0.029818034,0.417834404,-212136.242
0.171970486,0.029743238,0.42507887,-211726.3889
0.165434697,0.029655615,0.432574384,-211453.6852
0.15900082,0.02955436,0.440391428,-211117.4326
0.152670815,0.029438495,0.448557404,-210595.0486
0.146446609,0.029307197,0.457075759,-210144.7229
0.1403301,0.029159603,0.466000465,-209685.3903
0.134323149,0.028994843,0.475378507,-209117.5166
0.128427587,0.028812232,0.485240675,-208385.3306
0.12264521,0.028611066,0.495613349,-207500.7107
0.116977778,0.028390669,0.506509079,-206604.3648
0.111427019,0.028150573,0.517932153,-205667.5415
0.105994623,0.027890032,0.529960277,-204566.1176
0.100682245,0.027608227,0.542642589,-203263.1121
0.095491503,0.027304609,0.555986483,-201829.1822
0.090423978,0.026978459,0.570077625,-200163.6434
0.085481214,0.02662912,0.584948445,-198318.4131
0.080664716,0.026256254,0.600611775,-196264.3278
0.075975952,0.025859296,0.617142856,-193940.0926
0.07141635,0.025437803,0.634569262,-191309.1765
0.066987298,0.024991662,0.652860152,-188399.5685
0.062690146,0.024520114,0.672121189,-185096.4789
0.058526204,0.024022525,0.692437767,-181385.1696
0.054496738,0.02349876,0.713736469,-177215.8636
0.050602977,0.022948233,0.736175271,-172442.1424
0.046846106,0.022370737,0.759600115,-167120.209
0.043227271,0.021766546,0.784105615,-161037.8494
0.039747573,0.021134797,0.809424736,-154419.5456
0.036408073,0.020475114,0.835818518,-147618.8224
0.033209787,0.019787806,0.862942683,-139929.765
0.03015369,0.019071896,0.890521091,-130911.8158
0.027240712,0.018327262,0.9182363,-118329.6738
0.024471742,0.017554624,0.945599095,-102483.5162
0.021847622,0.016752827,0.972320192,-84179.03611
0.019369152,0.015922035,0.997274223,-66053.2047
0.017037087,0.015063422,1.019903871,-168947.4249
0.014852137,0.014175287,1.034972595,-95343.9839
0.012814968,0.013257933,1.041706297,-33519.43111
0.0109262,0.01231309,1.042606516,36061.94973
0.009186408,0.011338493,1.024305889,19858.8067
0.007596123,0.010334682,0.986473771,25411.9618
0.00615583,0.009304425,0.92071825,25080.06874
0.004865966,0.008245537,0.820132013,14212.09177
0.003726924,0.007158694,0.674538127,-9858.353395
0.002739052,0.006048649,0.473735961,-51393.60807
0.001902651,0.004917629,0.208718847,-112542.718
0.001217975,0.003767709,-0.125121637,-193452.3114
0.000685233,0.002607791,-0.518158098,-291060.8395
0.000304586,0.001479733,-0.981090877,-371337.0192
7.62E-05,0.000496365,-1.379269266,-447852.4564
0,4.61E-06,-1.572796719,-496658.4786
