TITLE     = "Fluent Common Fluid Files Data"
VARIABLES = "X"
"Y"
"Static Pressure"
"Static Temperature"
DATASETAUXDATA Common.DensityVar="5"
DATASETAUXDATA Common.PressureVar="11"
DATASETAUXDATA Common.TemperatureVar="13"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="9"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="7"
DATASETAUXDATA Common.UVar="14"
DATASETAUXDATA Common.VectorVarsAreVelocity="True"
DATASETAUXDATA Common.ViscosityVar="8"
DATASETAUXDATA Common.VVar="15"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=3530
 I=512, J=512, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -5.000000000E-01 -1.000000000E+00 1.016907500E+05 3.003083496E+02
 -4.960860908E-01 -1.000000000E+00 1.016905625E+05 3.003081970E+02
 -4.921722114E-01 -1.000000000E+00 1.016902656E+05 3.003079529E+02
 -4.882583022E-01 -1.000000000E+00 1.016901641E+05 3.003078613E+02
 -4.843444228E-01 -1.000000000E+00 1.016900547E+05 3.003077393E+02
 -4.804305136E-01 -1.000000000E+00 1.016899297E+05 3.003076477E+02
 -4.765166342E-01 -1.000000000E+00 1.016895859E+05 3.003073425E+02
 -4.726027250E-01 -1.000000000E+00 1.016892422E+05 3.003070374E+02
 -4.686888456E-01 -1.000000000E+00 1.016891016E+05 3.003069153E+02
 -4.647749364E-01 -1.000000000E+00 1.016889531E+05 3.003067932E+02
 -4.608610570E-01 -1.000000000E+00 1.016886406E+05 3.003065491E+02
 -4.569471478E-01 -1.000000000E+00 1.016882656E+05 3.003062134E+02
 -4.530332685E-01 -1.000000000E+00 1.016879141E+05 3.003059082E+02
 -4.491193593E-01 -1.000000000E+00 1.016877344E+05 3.003057861E+02
 -4.452054799E-01 -1.000000000E+00 1.016874531E+05 3.003055420E+02
 -4.412915707E-01 -1.000000000E+00 1.016870547E+05 3.003052063E+02
 -4.373776913E-01 -1.000000000E+00 1.016866562E+05 3.003048706E+02
 -4.334637821E-01 -1.000000000E+00 1.016863281E+05 3.003045959E+02
 -4.295499027E-01 -1.000000000E+00 1.016860547E+05 3.003043823E+02
 -4.256359935E-01 -1.000000000E+00 1.016856406E+05 3.003040161E+02
 -4.217221141E-01 -1.000000000E+00 1.016852266E+05 3.003036499E+02
 -4.178082049E-01 -1.000000000E+00 1.016848125E+05 3.003033142E+02
 -4.138943255E-01 -1.000000000E+00 1.016844766E+05 3.003030396E+02
 -4.099804163E-01 -1.000000000E+00 1.016840391E+05 3.003026733E+02
 -4.060665369E-01 -1.000000000E+00 1.016836094E+05 3.003023071E+02
 -4.021526277E-01 -1.000000000E+00 1.016831797E+05 3.003019409E+02
 -3.982387483E-01 -1.000000000E+00 1.016827109E+05 3.003015747E+02
 -3.943248391E-01 -1.000000000E+00 1.016822500E+05 3.003012085E+02
 -3.904109597E-01 -1.000000000E+00 1.016817891E+05 3.003008423E+02
 -3.864970505E-01 -1.000000000E+00 1.016813359E+05 3.003004761E+02
 -3.825831711E-01 -1.000000000E+00 1.016807031E+05 3.002999573E+02
 -3.786692619E-01 -1.000000000E+00 1.016801797E+05 3.002995300E+02
 -3.747553825E-01 -1.000000000E+00 1.016796875E+05 3.002991333E+02
 -3.708414733E-01 -1.000000000E+00 1.016791953E+05 3.002987366E+02
 -3.669275939E-01 -1.000000000E+00 1.016784453E+05 3.002980957E+02
 -3.630136847E-01 -1.000000000E+00 1.016778203E+05 3.002975769E+02
 -3.590998054E-01 -1.000000000E+00 1.016772969E+05 3.002971497E+02
 -3.551858962E-01 -1.000000000E+00 1.016767656E+05 3.002967224E+02
 -3.512720168E-01 -1.000000000E+00 1.016758594E+05 3.002959595E+02
 -3.473581076E-01 -1.000000000E+00 1.016751641E+05 3.002953796E+02
 -3.434442282E-01 -1.000000000E+00 1.016746016E+05 3.002949219E+02
 -3.395303190E-01 -1.000000000E+00 1.016739375E+05 3.002943420E+02
 -3.356164396E-01 -1.000000000E+00 1.016729531E+05 3.002935486E+02
 -3.317025304E-01 -1.000000000E+00 1.016722266E+05 3.002929382E+02
 -3.277886510E-01 -1.000000000E+00 1.016716172E+05 3.002924194E+02
 -3.238747418E-01 -1.000000000E+00 1.016707578E+05 3.002917175E+02
 -3.199608624E-01 -1.000000000E+00 1.016697500E+05 3.002908630E+02
 -3.160469532E-01 -1.000000000E+00 1.016690156E+05 3.002902527E+02
 -3.121330738E-01 -1.000000000E+00 1.016683438E+05 3.002897034E+02
 -3.082191646E-01 -1.000000000E+00 1.016673047E+05 3.002888184E+02
 -3.043052852E-01 -1.000000000E+00 1.016662734E+05 3.002879639E+02
 -3.003913760E-01 -1.000000000E+00 1.016655625E+05 3.002873535E+02
 -2.964774966E-01 -1.000000000E+00 1.016646562E+05 3.002866211E+02
 -2.925635874E-01 -1.000000000E+00 1.016636094E+05 3.002857361E+02
 -2.886497080E-01 -1.000000000E+00 1.016626016E+05 3.002848816E+02
 -2.847357988E-01 -1.000000000E+00 1.016618359E+05 3.002842407E+02
 -2.808219194E-01 -1.000000000E+00 1.016607656E+05 3.002833557E+02
 -2.769080102E-01 -1.000000000E+00 1.016597188E+05 3.002824707E+02
 -2.729941308E-01 -1.000000000E+00 1.016588047E+05 3.002816772E+02
 -2.690802217E-01 -1.000000000E+00 1.016577969E+05 3.002808228E+02
 -2.651663423E-01 -1.000000000E+00 1.016567344E+05 3.002799377E+02
