TITLE     = "Fluent Common Fluid Files Data"
VARIABLES = "X"
"Y"
"Static Pressure"
"Static Temperature"
DATASETAUXDATA Common.DensityVar="5"
DATASETAUXDATA Common.PressureVar="11"
DATASETAUXDATA Common.TemperatureVar="13"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="9"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="7"
DATASETAUXDATA Common.UVar="14"
DATASETAUXDATA Common.VectorVarsAreVelocity="True"
DATASETAUXDATA Common.ViscosityVar="8"
DATASETAUXDATA Common.VVar="15"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=5525
 I=512, J=512, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -5.000000000E-01 -1.000000000E+00 1.018102344E+05 3.004094849E+02
 -4.960860908E-01 -1.000000000E+00 1.018108750E+05 3.004100342E+02
 -4.921722114E-01 -1.000000000E+00 1.018114766E+05 3.004105225E+02
 -4.882583022E-01 -1.000000000E+00 1.018121406E+05 3.004111023E+02
 -4.843444228E-01 -1.000000000E+00 1.018128047E+05 3.004116516E+02
 -4.804305136E-01 -1.000000000E+00 1.018134609E+05 3.004122009E+02
 -4.765166342E-01 -1.000000000E+00 1.018140078E+05 3.004126892E+02
 -4.726027250E-01 -1.000000000E+00 1.018145625E+05 3.004131470E+02
 -4.686888456E-01 -1.000000000E+00 1.018152031E+05 3.004136963E+02
 -4.647749364E-01 -1.000000000E+00 1.018158359E+05 3.004142456E+02
 -4.608610570E-01 -1.000000000E+00 1.018163984E+05 3.004147339E+02
 -4.569471478E-01 -1.000000000E+00 1.018168984E+05 3.004151611E+02
 -4.530332685E-01 -1.000000000E+00 1.018174375E+05 3.004156189E+02
 -4.491193593E-01 -1.000000000E+00 1.018180469E+05 3.004161377E+02
 -4.452054799E-01 -1.000000000E+00 1.018186250E+05 3.004166260E+02
 -4.412915707E-01 -1.000000000E+00 1.018190938E+05 3.004170532E+02
 -4.373776913E-01 -1.000000000E+00 1.018195625E+05 3.004174500E+02
 -4.334637821E-01 -1.000000000E+00 1.018200938E+05 3.004179077E+02
 -4.295499027E-01 -1.000000000E+00 1.018206719E+05 3.004183960E+02
 -4.256359935E-01 -1.000000000E+00 1.018211172E+05 3.004187622E+02
 -4.217221141E-01 -1.000000000E+00 1.018215625E+05 3.004191589E+02
 -4.178082049E-01 -1.000000000E+00 1.018220078E+05 3.004195557E+02
 -4.138943255E-01 -1.000000000E+00 1.018225391E+05 3.004199829E+02
 -4.099804163E-01 -1.000000000E+00 1.018229688E+05 3.004203796E+02
 -4.060665369E-01 -1.000000000E+00 1.018233906E+05 3.004207458E+02
 -4.021526277E-01 -1.000000000E+00 1.018238047E+05 3.004211121E+02
 -3.982387483E-01 -1.000000000E+00 1.018242500E+05 3.004214783E+02
 -3.943248391E-01 -1.000000000E+00 1.018246562E+05 3.004218445E+02
 -3.904109597E-01 -1.000000000E+00 1.018250547E+05 3.004222107E+02
 -3.864970505E-01 -1.000000000E+00 1.018255391E+05 3.004226074E+02
 -3.825831711E-01 -1.000000000E+00 1.018260391E+05 3.004230652E+02
 -3.786692619E-01 -1.000000000E+00 1.018264766E+05 3.004234314E+02
 -3.747553825E-01 -1.000000000E+00 1.018269453E+05 3.004238281E+02
 -3.708414733E-01 -1.000000000E+00 1.018274219E+05 3.004242249E+02
 -3.669275939E-01 -1.000000000E+00 1.018278594E+05 3.004246216E+02
 -3.630136847E-01 -1.000000000E+00 1.018282188E+05 3.004249268E+02
 -3.590998054E-01 -1.000000000E+00 1.018286562E+05 3.004252930E+02
 -3.551858962E-01 -1.000000000E+00 1.018291016E+05 3.004256897E+02
 -3.512720168E-01 -1.000000000E+00 1.018294609E+05 3.004259949E+02
 -3.473581076E-01 -1.000000000E+00 1.018297656E+05 3.004262390E+02
 -3.434442282E-01 -1.000000000E+00 1.018301797E+05 3.004266052E+02
 -3.395303190E-01 -1.000000000E+00 1.018305938E+05 3.004269409E+02
 -3.356164396E-01 -1.000000000E+00 1.018308594E+05 3.004271545E+02
 -3.317025304E-01 -1.000000000E+00 1.018311250E+05 3.004273987E+02
 -3.277886510E-01 -1.000000000E+00 1.018315156E+05 3.004277039E+02
 -3.238747418E-01 -1.000000000E+00 1.018318828E+05 3.004280090E+02
 -3.199608624E-01 -1.000000000E+00 1.018320547E+05 3.004281616E+02
 -3.160469532E-01 -1.000000000E+00 1.018323047E+05 3.004283752E+02
 -3.121330738E-01 -1.000000000E+00 1.018326719E+05 3.004286804E+02
 -3.082191646E-01 -1.000000000E+00 1.018329219E+05 3.004288940E+02
 -3.043052852E-01 -1.000000000E+00 1.018330703E+05 3.004290161E+02
 -3.003913760E-01 -1.000000000E+00 1.018333125E+05 3.004292297E+02
 -2.964774966E-01 -1.000000000E+00 1.018336484E+05 3.004295044E+02
 -2.925635874E-01 -1.000000000E+00 1.018337812E+05 3.004296265E+02
 -2.886497080E-01 -1.000000000E+00 1.018338984E+05 3.004297180E+02
 -2.847357988E-01 -1.000000000E+00 1.018341562E+05 3.004299622E+02
 -2.808219194E-01 -1.000000000E+00 1.018343516E+05 3.004301147E+02
 -2.769080102E-01 -1.000000000E+00 1.018344531E+05 3.004302063E+02
 -2.729941308E-01 -1.000000000E+00 1.018345469E+05 3.004302979E+02
 -2.690802217E-01 -1.000000000E+00 1.018347969E+05 3.004305115E+02
 -2.651663423E-01 -1.000000000E+00 1.018348750E+05 3.004305725E+02
