TITLE     = "Fluent Common Fluid Files Data"
VARIABLES = "X"
"Y"
"Static Pressure"
"Static Temperature"
DATASETAUXDATA Common.DensityVar="5"
DATASETAUXDATA Common.PressureVar="11"
DATASETAUXDATA Common.TemperatureVar="13"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="9"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="7"
DATASETAUXDATA Common.UVar="14"
DATASETAUXDATA Common.VectorVarsAreVelocity="True"
DATASETAUXDATA Common.ViscosityVar="8"
DATASETAUXDATA Common.VVar="15"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=6525
 I=512, J=512, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -5.000000000E-01 -1.000000000E+00 1.018466562E+05 3.004406738E+02
 -4.960860908E-01 -1.000000000E+00 1.018474766E+05 3.004413757E+02
 -4.921722114E-01 -1.000000000E+00 1.018481953E+05 3.004420166E+02
 -4.882583022E-01 -1.000000000E+00 1.018490000E+05 3.004426880E+02
 -4.843444228E-01 -1.000000000E+00 1.018497969E+05 3.004433899E+02
 -4.804305136E-01 -1.000000000E+00 1.018505859E+05 3.004440613E+02
 -4.765166342E-01 -1.000000000E+00 1.018513281E+05 3.004446716E+02
 -4.726027250E-01 -1.000000000E+00 1.018519922E+05 3.004452515E+02
 -4.686888456E-01 -1.000000000E+00 1.018527656E+05 3.004459229E+02
 -4.647749364E-01 -1.000000000E+00 1.018535391E+05 3.004465942E+02
 -4.608610570E-01 -1.000000000E+00 1.018542891E+05 3.004472351E+02
 -4.569471478E-01 -1.000000000E+00 1.018549297E+05 3.004477844E+02
 -4.530332685E-01 -1.000000000E+00 1.018555781E+05 3.004483337E+02
 -4.491193593E-01 -1.000000000E+00 1.018563281E+05 3.004489746E+02
 -4.452054799E-01 -1.000000000E+00 1.018570625E+05 3.004496155E+02
 -4.412915707E-01 -1.000000000E+00 1.018576953E+05 3.004501648E+02
 -4.373776913E-01 -1.000000000E+00 1.018583125E+05 3.004507141E+02
 -4.334637821E-01 -1.000000000E+00 1.018589531E+05 3.004512634E+02
 -4.295499027E-01 -1.000000000E+00 1.018596719E+05 3.004518738E+02
 -4.256359935E-01 -1.000000000E+00 1.018602969E+05 3.004524231E+02
 -4.217221141E-01 -1.000000000E+00 1.018608828E+05 3.004529419E+02
 -4.178082049E-01 -1.000000000E+00 1.018614688E+05 3.004534607E+02
 -4.138943255E-01 -1.000000000E+00 1.018621172E+05 3.004540100E+02
 -4.099804163E-01 -1.000000000E+00 1.018627344E+05 3.004545288E+02
 -4.060665369E-01 -1.000000000E+00 1.018632969E+05 3.004550476E+02
 -4.021526277E-01 -1.000000000E+00 1.018638594E+05 3.004555359E+02
 -3.982387483E-01 -1.000000000E+00 1.018644219E+05 3.004560242E+02
 -3.943248391E-01 -1.000000000E+00 1.018650156E+05 3.004565430E+02
 -3.904109597E-01 -1.000000000E+00 1.018655547E+05 3.004570007E+02
 -3.864970505E-01 -1.000000000E+00 1.018660938E+05 3.004574890E+02
 -3.825831711E-01 -1.000000000E+00 1.018666719E+05 3.004580078E+02
 -3.786692619E-01 -1.000000000E+00 1.018673125E+05 3.004585266E+02
 -3.747553825E-01 -1.000000000E+00 1.018679531E+05 3.004590759E+02
 -3.708414733E-01 -1.000000000E+00 1.018685938E+05 3.004596252E+02
 -3.669275939E-01 -1.000000000E+00 1.018692344E+05 3.004601440E+02
 -3.630136847E-01 -1.000000000E+00 1.018697656E+05 3.004606018E+02
 -3.590998054E-01 -1.000000000E+00 1.018703750E+05 3.004611206E+02
 -3.551858962E-01 -1.000000000E+00 1.018709844E+05 3.004616089E+02
 -3.512720168E-01 -1.000000000E+00 1.018715781E+05 3.004621277E+02
 -3.473581076E-01 -1.000000000E+00 1.018720312E+05 3.004624939E+02
 -3.434442282E-01 -1.000000000E+00 1.018726172E+05 3.004629822E+02
 -3.395303190E-01 -1.000000000E+00 1.018731953E+05 3.004635010E+02
 -3.356164396E-01 -1.000000000E+00 1.018737031E+05 3.004639282E+02
 -3.317025304E-01 -1.000000000E+00 1.018741172E+05 3.004642639E+02
 -3.277886510E-01 -1.000000000E+00 1.018746719E+05 3.004647522E+02
 -3.238747418E-01 -1.000000000E+00 1.018752266E+05 3.004652100E+02
 -3.199608624E-01 -1.000000000E+00 1.018756250E+05 3.004655457E+02
 -3.160469532E-01 -1.000000000E+00 1.018760234E+05 3.004658813E+02
 -3.121330738E-01 -1.000000000E+00 1.018765469E+05 3.004663391E+02
 -3.082191646E-01 -1.000000000E+00 1.018770312E+05 3.004667358E+02
 -3.043052852E-01 -1.000000000E+00 1.018773594E+05 3.004670105E+02
 -3.003913760E-01 -1.000000000E+00 1.018777422E+05 3.004673462E+02
 -2.964774966E-01 -1.000000000E+00 1.018782422E+05 3.004677734E+02
 -2.925635874E-01 -1.000000000E+00 1.018786016E+05 3.004680786E+02
 -2.886497080E-01 -1.000000000E+00 1.018789062E+05 3.004683533E+02
 -2.847357988E-01 -1.000000000E+00 1.018793047E+05 3.004686890E+02
 -2.808219194E-01 -1.000000000E+00 1.018797266E+05 3.004690552E+02
 -2.769080102E-01 -1.000000000E+00 1.018800000E+05 3.004692993E+02
 -2.729941308E-01 -1.000000000E+00 1.018802734E+05 3.004695435E+02
 -2.690802217E-01 -1.000000000E+00 1.018806953E+05 3.004699097E+02
 -2.651663423E-01 -1.000000000E+00 1.018809844E+05 3.004701538E+02
