TITLE     = "Fluent Common Fluid Files Data"
VARIABLES = "X"
"Y"
"Static Pressure"
"Static Temperature"
DATASETAUXDATA Common.DensityVar="5"
DATASETAUXDATA Common.PressureVar="11"
DATASETAUXDATA Common.TemperatureVar="13"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="9"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="7"
DATASETAUXDATA Common.UVar="14"
DATASETAUXDATA Common.VectorVarsAreVelocity="True"
DATASETAUXDATA Common.ViscosityVar="8"
DATASETAUXDATA Common.VVar="15"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=6625
 I=512, J=512, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -5.000000000E-01 -1.000000000E+00 1.018399766E+05 3.004351501E+02
 -4.960860908E-01 -1.000000000E+00 1.018406953E+05 3.004357605E+02
 -4.921722114E-01 -1.000000000E+00 1.018414766E+05 3.004364319E+02
 -4.882583022E-01 -1.000000000E+00 1.018422500E+05 3.004371033E+02
 -4.843444228E-01 -1.000000000E+00 1.018430234E+05 3.004377747E+02
 -4.804305136E-01 -1.000000000E+00 1.018436797E+05 3.004383240E+02
 -4.765166342E-01 -1.000000000E+00 1.018443594E+05 3.004389343E+02
 -4.726027250E-01 -1.000000000E+00 1.018451172E+05 3.004395752E+02
 -4.686888456E-01 -1.000000000E+00 1.018458594E+05 3.004402161E+02
 -4.647749364E-01 -1.000000000E+00 1.018465312E+05 3.004407959E+02
 -4.608610570E-01 -1.000000000E+00 1.018471562E+05 3.004413147E+02
 -4.569471478E-01 -1.000000000E+00 1.018478203E+05 3.004418945E+02
 -4.530332685E-01 -1.000000000E+00 1.018485469E+05 3.004425049E+02
 -4.491193593E-01 -1.000000000E+00 1.018492188E+05 3.004431152E+02
 -4.452054799E-01 -1.000000000E+00 1.018498125E+05 3.004436340E+02
 -4.412915707E-01 -1.000000000E+00 1.018504141E+05 3.004441528E+02
 -4.373776913E-01 -1.000000000E+00 1.018510625E+05 3.004447021E+02
 -4.334637821E-01 -1.000000000E+00 1.018517422E+05 3.004452820E+02
 -4.295499027E-01 -1.000000000E+00 1.018523125E+05 3.004458008E+02
 -4.256359935E-01 -1.000000000E+00 1.018528828E+05 3.004462891E+02
 -4.217221141E-01 -1.000000000E+00 1.018534531E+05 3.004468079E+02
 -4.178082049E-01 -1.000000000E+00 1.018541016E+05 3.004473572E+02
 -4.138943255E-01 -1.000000000E+00 1.018546562E+05 3.004478455E+02
 -4.099804163E-01 -1.000000000E+00 1.018552031E+05 3.004483032E+02
 -4.060665369E-01 -1.000000000E+00 1.018557500E+05 3.004487915E+02
 -4.021526277E-01 -1.000000000E+00 1.018563203E+05 3.004492798E+02
 -3.982387483E-01 -1.000000000E+00 1.018568438E+05 3.004497375E+02
 -3.943248391E-01 -1.000000000E+00 1.018574453E+05 3.004502563E+02
 -3.904109597E-01 -1.000000000E+00 1.018580938E+05 3.004508057E+02
 -3.864970505E-01 -1.000000000E+00 1.018587109E+05 3.004513245E+02
 -3.825831711E-01 -1.000000000E+00 1.018592969E+05 3.004518127E+02
 -3.786692619E-01 -1.000000000E+00 1.018599141E+05 3.004523621E+02
 -3.747553825E-01 -1.000000000E+00 1.018605312E+05 3.004528809E+02
 -3.708414733E-01 -1.000000000E+00 1.018610859E+05 3.004533386E+02
 -3.669275939E-01 -1.000000000E+00 1.018616094E+05 3.004537964E+02
 -3.630136847E-01 -1.000000000E+00 1.018621953E+05 3.004542847E+02
 -3.590998054E-01 -1.000000000E+00 1.018627812E+05 3.004547729E+02
 -3.551858962E-01 -1.000000000E+00 1.018632578E+05 3.004551697E+02
 -3.512720168E-01 -1.000000000E+00 1.018637344E+05 3.004555664E+02
 -3.473581076E-01 -1.000000000E+00 1.018642891E+05 3.004560547E+02
 -3.434442282E-01 -1.000000000E+00 1.018648516E+05 3.004565125E+02
 -3.395303190E-01 -1.000000000E+00 1.018652422E+05 3.004568481E+02
 -3.356164396E-01 -1.000000000E+00 1.018656797E+05 3.004572144E+02
 -3.317025304E-01 -1.000000000E+00 1.018662188E+05 3.004576721E+02
 -3.277886510E-01 -1.000000000E+00 1.018667031E+05 3.004580994E+02
 -3.238747418E-01 -1.000000000E+00 1.018670391E+05 3.004584045E+02
 -3.199608624E-01 -1.000000000E+00 1.018674609E+05 3.004587402E+02
 -3.160469532E-01 -1.000000000E+00 1.018679688E+05 3.004591675E+02
 -3.121330738E-01 -1.000000000E+00 1.018683438E+05 3.004595032E+02
 -3.082191646E-01 -1.000000000E+00 1.018686484E+05 3.004597778E+02
 -3.043052852E-01 -1.000000000E+00 1.018690625E+05 3.004601135E+02
 -3.003913760E-01 -1.000000000E+00 1.018695156E+05 3.004605103E+02
 -2.964774966E-01 -1.000000000E+00 1.018698047E+05 3.004607544E+02
 -2.925635874E-01 -1.000000000E+00 1.018700859E+05 3.004609985E+02
 -2.886497080E-01 -1.000000000E+00 1.018705078E+05 3.004613342E+02
 -2.847357988E-01 -1.000000000E+00 1.018708203E+05 3.004616089E+02
 -2.808219194E-01 -1.000000000E+00 1.018710859E+05 3.004618530E+02
 -2.769080102E-01 -1.000000000E+00 1.018713516E+05 3.004620972E+02
 -2.729941308E-01 -1.000000000E+00 1.018717266E+05 3.004624329E+02
 -2.690802217E-01 -1.000000000E+00 1.018719609E+05 3.004626465E+02
 -2.651663423E-01 -1.000000000E+00 1.018721953E+05 3.004628601E+02
