TITLE     = "Fluent Common Fluid Files Data"
VARIABLES = "X"
"Y"
"Static Pressure"
"Static Temperature"
DATASETAUXDATA Common.DensityVar="5"
DATASETAUXDATA Common.PressureVar="11"
DATASETAUXDATA Common.TemperatureVar="13"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="9"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="7"
DATASETAUXDATA Common.UVar="14"
DATASETAUXDATA Common.VectorVarsAreVelocity="True"
DATASETAUXDATA Common.ViscosityVar="8"
DATASETAUXDATA Common.VVar="15"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=2520
 I=512, J=512, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -5.000000000E-01 -1.000000000E+00 1.017086797E+05 3.003234558E+02
 -4.960860908E-01 -1.000000000E+00 1.017092422E+05 3.003239136E+02
 -4.921722114E-01 -1.000000000E+00 1.017097031E+05 3.003243103E+02
 -4.882583022E-01 -1.000000000E+00 1.017101797E+05 3.003247070E+02
 -4.843444228E-01 -1.000000000E+00 1.017107266E+05 3.003251648E+02
 -4.804305136E-01 -1.000000000E+00 1.017112656E+05 3.003256226E+02
 -4.765166342E-01 -1.000000000E+00 1.017117734E+05 3.003260498E+02
 -4.726027250E-01 -1.000000000E+00 1.017121953E+05 3.003263855E+02
 -4.686888456E-01 -1.000000000E+00 1.017126172E+05 3.003267517E+02
 -4.647749364E-01 -1.000000000E+00 1.017131328E+05 3.003271790E+02
 -4.608610570E-01 -1.000000000E+00 1.017136484E+05 3.003276062E+02
 -4.569471478E-01 -1.000000000E+00 1.017140859E+05 3.003279724E+02
 -4.530332685E-01 -1.000000000E+00 1.017144844E+05 3.003283081E+02
 -4.491193593E-01 -1.000000000E+00 1.017148828E+05 3.003286438E+02
 -4.452054799E-01 -1.000000000E+00 1.017153672E+05 3.003290405E+02
 -4.412915707E-01 -1.000000000E+00 1.017158203E+05 3.003294067E+02
 -4.373776913E-01 -1.000000000E+00 1.017161953E+05 3.003297424E+02
 -4.334637821E-01 -1.000000000E+00 1.017165703E+05 3.003300476E+02
 -4.295499027E-01 -1.000000000E+00 1.017169453E+05 3.003303528E+02
 -4.256359935E-01 -1.000000000E+00 1.017173984E+05 3.003307495E+02
 -4.217221141E-01 -1.000000000E+00 1.017177422E+05 3.003310547E+02
 -4.178082049E-01 -1.000000000E+00 1.017180938E+05 3.003313599E+02
 -4.138943255E-01 -1.000000000E+00 1.017184453E+05 3.003316650E+02
 -4.099804163E-01 -1.000000000E+00 1.017187969E+05 3.003319702E+02
 -4.060665369E-01 -1.000000000E+00 1.017191406E+05 3.003322449E+02
 -4.021526277E-01 -1.000000000E+00 1.017195703E+05 3.003326111E+02
 -3.982387483E-01 -1.000000000E+00 1.017200078E+05 3.003330078E+02
 -3.943248391E-01 -1.000000000E+00 1.017204453E+05 3.003333740E+02
 -3.904109597E-01 -1.000000000E+00 1.017208047E+05 3.003336792E+02
 -3.864970505E-01 -1.000000000E+00 1.017212188E+05 3.003340149E+02
 -3.825831711E-01 -1.000000000E+00 1.017216250E+05 3.003343811E+02
 -3.786692619E-01 -1.000000000E+00 1.017220391E+05 3.003347168E+02
 -3.747553825E-01 -1.000000000E+00 1.017222891E+05 3.003349304E+02
 -3.708414733E-01 -1.000000000E+00 1.017226641E+05 3.003352356E+02
 -3.669275939E-01 -1.000000000E+00 1.017230469E+05 3.003355713E+02
 -3.630136847E-01 -1.000000000E+00 1.017234297E+05 3.003358765E+02
 -3.590998054E-01 -1.000000000E+00 1.017236172E+05 3.003360291E+02
 -3.551858962E-01 -1.000000000E+00 1.017239062E+05 3.003362732E+02
 -3.512720168E-01 -1.000000000E+00 1.017242578E+05 3.003366089E+02
 -3.473581076E-01 -1.000000000E+00 1.017245938E+05 3.003368835E+02
 -3.434442282E-01 -1.000000000E+00 1.017247344E+05 3.003370056E+02
 -3.395303190E-01 -1.000000000E+00 1.017249609E+05 3.003372192E+02
 -3.356164396E-01 -1.000000000E+00 1.017252891E+05 3.003374939E+02
 -3.317025304E-01 -1.000000000E+00 1.017255312E+05 3.003377075E+02
 -3.277886510E-01 -1.000000000E+00 1.017256562E+05 3.003377991E+02
 -3.238747418E-01 -1.000000000E+00 1.017258359E+05 3.003379517E+02
 -3.199608624E-01 -1.000000000E+00 1.017261328E+05 3.003382263E+02
 -3.160469532E-01 -1.000000000E+00 1.017262891E+05 3.003383484E+02
 -3.121330738E-01 -1.000000000E+00 1.017263906E+05 3.003384399E+02
 -3.082191646E-01 -1.000000000E+00 1.017265469E+05 3.003385620E+02
 -3.043052852E-01 -1.000000000E+00 1.017267969E+05 3.003387756E+02
 -3.003913760E-01 -1.000000000E+00 1.017268750E+05 3.003388672E+02
 -2.964774966E-01 -1.000000000E+00 1.017269609E+05 3.003389282E+02
 -2.925635874E-01 -1.000000000E+00 1.017271094E+05 3.003390503E+02
 -2.886497080E-01 -1.000000000E+00 1.017272500E+05 3.003391724E+02
 -2.847357988E-01 -1.000000000E+00 1.017273125E+05 3.003392029E+02
 -2.808219194E-01 -1.000000000E+00 1.017273750E+05 3.003392639E+02
 -2.769080102E-01 -1.000000000E+00 1.017275000E+05 3.003393555E+02
 -2.729941308E-01 -1.000000000E+00 1.017275469E+05 3.003394165E+02
 -2.690802217E-01 -1.000000000E+00 1.017275859E+05 3.003394470E+02
 -2.651663423E-01 -1.000000000E+00 1.017276250E+05 3.003394470E+02
